qid,query
1037798,"Robert Gray, Mississippi Governor, Democratic nominee, firefighter, truck driver, Columbia River, Captain Robert Gray, Team Mississippi, election, campaign, prayer, God, Robert Lee Frost, Henry Gray, blues piano player, Robert Gray Army Air Field, Killeen TX, Democratic primary, voting, fundraising, nomination, exploration, Lieutenant William Broughton, Vancouver Expedition.--Robert Gray, Mississippi Governor, democratic nominee, firefighter, truck driver, election, Columbia River, Captain Robert Gray, Team Mississippi, prayer, campaign, fundraising, Henry Gray, blues musician, Robert Gray Army Air Field, Killeen, Texas, democratic primary, nomination, exploration, history, political candidate--Robert Gray, biography, author, poet, artist, achievements, works, contributions, history, notable quotes, literary influence, personal life, awards, interviews, reviews, related figures, contemporary context--Robert Gray, Mississippi Governor, Democratic nominee, retired firefighter, truck driver, Team Mississippi, election, God, Columbia River, Captain Robert Gray, Columbia Rediviva, Grays Bay, campaign, prayer, politician, fundraising, attention, Henry Gray, blues piano player, Robert Gray Army Air Field, Killeen, Texas, Democratic primary, Mississippi Public Broadcasting.--Robert Gray, Mississippi Governor, Democratic nominee, retired firefighter, truck driver, prayer, election, Columbia River, Captain Robert Gray, exploration, Team Mississippi, campaign, fundraising, Killeen TX, Robert Gray Army Air Field, Henry Gray, blues musician, voting, Democratic candidates, political race, God, Grays Bay, Lieutenant William Broughton, Vancouver Expedition."
104861,"cost, interior concrete flooring, concrete pricing, concrete types, 3000 psi, 4000 psi, concrete cost per yard, concrete staining, concrete installation, concrete maintenance, design features, concrete finishing, high-gloss finish, concrete photos, average prices, concrete project budgeting, acid stained concrete, concrete flooring options, concrete floor design ideas, concrete durability--cost, interior concrete flooring, concrete pricing, 3000 psi concrete, 4000 psi concrete, concrete cost per yard, concrete staining, design features, installation tips, maintenance tips, high-gloss finish, acid stained concrete, concrete floor photos, budgeting, project estimator, Maine concrete costs, professional tips, comfort, maintenance, square foot pricing--interior concrete flooring, cost, pricing, installation, materials, benefits, maintenance, durability, types, comparison, quotes, suppliers, DIY, aesthetics, residential, commercial, pros and cons, alternatives, trends--cost of concrete flooring, interior concrete floors, concrete pricing, concrete cost per yard, 3000 psi concrete, 4000 psi concrete, stained concrete pricing, concrete staining options, design features concrete flooring, maintenance concrete floors, concrete installation tips, concrete polishing, high-gloss concrete finish, concrete floor photos, concrete project budgeting, Day's Concrete Floors, Inc, Maine concrete costs, concrete yardage, acid stained concrete, square foot pricing--cost, interior concrete flooring, concrete flooring price, concrete cost per yard, 3000 psi concrete, 4000 psi concrete, concrete staining, concrete polishing, concrete design features, maintenance of concrete floors, concrete installation tips, concrete floor photos, acid stained concrete, concrete slab cost, Maine concrete prices, concrete project budgeting, concrete flooring options, high-gloss finish, professional concrete tips, comfort of concrete floors"
1063750,"US entry WW1, reasons, timeline, Bolshevik Revolution, German submarine warfare, Zimmermann note, Allied powers, neutrality, Belgium, Treaty of London, Australia involvement, British declaration, international laws, WW1 context, manpower, reputation, land loss, Japan, Italy, defense, violation, historical events.--US entry WW1, reasons, Germany, submarine warfare, Zimmermann note, Allies, Russia, Belgium, Treaty of London, Australian involvement, British declaration, neutrality, manpower, historical context, WW1 timeline, international laws, Gallipoli--US entry, World War I, reasons, voluntary involvement, historical context, political factors, economic interests, alliances, military engagement, public opinion, propaganda, neutrality, international relations, events leading up, Zimmermann Telegram, Lusitania incident.--US entry WW1, reasons for US involvement, Germany submarine warfare, Zimmermann note, British declaration of war, Belgium neutrality, Allies participation, Australia WW1 involvement, historical timeline, WW1 causes, international law violations, Russian Revolution impact, Italian territorial ambitions, Allied side in WW1, WW1 consequences, US military losses--US entry WW1, reasons, Germany, submarine warfare, Zimmermann note, Allies, Russia, timeline, Belgium, Treaty of London, Australia, involvement, British declaration, neutrality, international laws, casualties, manpower, reputation, land loss, WW2, Gallipoli"
1103812,"Commonwealth of Independent States, CIS, Belarus, Russia, Ukraine, Soviet Union, Belovezh Accords, regional organization, December 8, 1991, independent states, former republics, international organization, alliance, leaders, agreement, economic court, legal basis, independence, commonwealth vs state, British Commonwealth, republic, Tasmania, Virginia Colony, legislative powers, judicial powers.--Commonwealth of Independent States, CIS, Belarus, Russia, Ukraine, Soviet Union, Belovezh Accords, December 8, 1991, regional organization, independent states, international organization, alliance, former republics, legal basis, Economic Court, independence, republic, countries, agreement, leaders, nature reserve, formation, history, political context.--Commonwealth of Independent States, CIS, formation, history, founding members, post-Soviet states, treaties, political alliance, 1991, former Soviet Union, member countries, leadership, agreements, geopolitical significance, historical context--Commonwealth of Independent States, CIS, Belarus, Russia, Ukraine, Soviet Union, Belovezh Accords, December 8, 1991, regional organization, independent states, international organization, alliance of countries, former republics, economic court, legal basis, leadership, agreement, document, dissolution of the Soviet Union.--Commonwealth of Independent States, CIS, Belarus, Russia, Ukraine, Soviet Union, Belovezh Accords, regional organization, independent states, international organization, alliance, republics, economic court, legal basis, independence, historical context, formation, December 8, 1991, leaders, agreement."
1106007,"define, visceral, parietal, peritoneum, peritoneal cavity, serous membranes, pleura, abdominal fat, visceral adipose tissue, subcutaneous adipose tissue, visceral obesity, central obesity, belly fat, visceral feelings, visceral muscle, instinctive, unreasoning, abdominal cavity, organ, chest wall, visceral power, reflexive, metabolic repercussions, visceral pull, motor fibers, efferent fibers, spinal cord, visceral structures--define visceral, visceral peritoneum, parietal peritoneum, abdominal cavity, serous membranes, visceral obesity, visceral fat, subcutaneous fat, visceral feelings, visceral muscle, visceral vs. parietal, visceral organs, visceral adipose tissue, visceral response, visceral pleasure, visceral pull, visceral joy, abdominal viscera, peritoneal cavity, pleural sacs, parietal pleura, chest wall, hilum of the lung, motor fibers, visceral motor neurons--visceral meaning, visceral definition, visceral examples, visceral synonyms, visceral characteristics, visceral emotions, visceral reactions, visceral anatomy, visceral organs, visceral knowledge--define visceral, visceral meaning, visceral definition, visceral peritoneum, visceral fat, visceral obesity, visceral muscle, visceral feelings, visceral vs parietal, visceral anatomy, visceral response, visceral tissue, visceral organs, visceral pleasure, visceral impact, visceral sensations, visceral cues, visceral knowledge, visceral instincts, visceral emotions--visceral, definition, visceral peritoneum, parietal peritoneum, peritoneal cavity, serous membranes, visceral pleura, parietal pleura, abdominal fat, visceral adipose tissue, subcutaneous adipose tissue, visceral obesity, central obesity, belly fat, visceral feelings, visceral muscle, instinctive, unreasoning, abdominal cavity, organ, chest wall, pleural sacs, lungs, fat accumulation, reflexive, visceral pull, visceral power, metabolic repercussions, spinal cord, motor neurons"
1110199,"WiFi, Bluetooth, wireless communication, tethering, range, power consumption, security, dongle, adapter, compatibility, sound quality, setup, standards, devices, tablet, camera, repeater, router, extender, antenna, A2DP, USB port, high speed, fidelity, coverage, indoor range, technology.--wifi, bluetooth, comparison, tethering, range, security, power consumption, dongle, wireless communication, standards, setup, devices, compatibility, audio quality, adapters, repeaters, extenders, technology, high speed, coverage, tablet, camera, functionality, distance, fidelity--wifi, bluetooth, comparison, differences, technology, wireless, connectivity, range, speed, applications, protocols, advantages, disadvantages, usage, devices, standards--wifi, bluetooth, comparison, security, tethering, power consumption, range, sound quality, wireless communication, dongle, adapter, devices, compatibility, setup, fidelity, standards, high speed, coverage, technology, information transfer, tablet pc, camera, lightinthebox, usb port, a2dp, indoor range, wireless router, extender, repeater, transmitter, antenna--wifi, bluetooth, comparison, tethering, security, range, power consumption, dongle, adapter, wireless communication, sound quality, fidelity, compatibility, devices, standards, technology, coverage, A2DP, USB, tablet, camera, LightInTheBox, repeater, router, extender, antenna, transmitter, indoor, outdoor, setup, high speed, information transfer, communication protocol"
1112341,"daily life, Thai culture, SANUK, social interactions, JAI YEN, traditional customs, Thai cuisine, eating habits, community activities, language, family values, fun, patience, friendships, local traditions, lifestyle, leisure activities, social gatherings, cultural practices, Thai festivals--daily life, Thai culture, SANUK, social gatherings, JAI YEN, patience, Thai cuisine, food traditions, community, language diversity, Isan dialect, Thai language, family values, fun activities, traditional customs--daily life, Thai culture, traditions, customs, Thai lifestyle, food, festivals, family, work, leisure activities, community, social norms, religion, education, transportation, markets, cuisine, rituals, habits, daily routines--daily life, Thai culture, SANUK, Thai people, social activities, family gatherings, traditional values, patience, JAI YEN, community, fun, cuisine, language, Thai food, social interaction, friendships, lifestyle, eating habits, leisure activities, regional dialects, Thai traditions--daily life, Thai people, SANUK, social interactions, eating together, cultural practices, JAI YEN, patience, fun activities, language, Thai cuisine, Pad Thai, Thai Green Curry, dialects, family values, community, friendship, traditional customs, relaxation, entertainment"
1113437,"physical description, spruce tree, Blue Spruce, Norway Spruce, conical shape, height, growth habit, needle-like leaves, ornamental use, White Spruce, Douglas-fir, conifer, state tree, Colorado, Utah, South Dakota, Christmas tree, branches, diameter, age, selection, Baby Blue Eyes Spruce--physical description, spruce trees, Blue Spruce, Norway Spruce, White Spruce, conical shape, growth habit, conifer, Colorado Spruce, ornamental use, height, diameter, state tree, branches, needle-like leaves, Baby Blue Eyes Spruce, growth rate, species characteristics, evergreen trees--physical characteristics, spruce tree, botanical description, foliage, bark texture, growth habit, size, habitat, needle length, cone shape, ecological significance, species variations, identification features, taxonomy, forestry, landscape use--physical description, spruce tree characteristics, Blue Spruce features, Norway Spruce traits, conical shape, growth habits, needle-like leaves, height and diameter, ornamental use, state tree, Baby Blue Eyes Spruce, White Spruce description, Douglas-fir comparison, evergreen trees, tree maturation, branching structure, scientific genus name, physical attributes, species comparison, habitat differentiation--physical description, spruce trees, Blue Spruce, Norway Spruce, White Spruce, Douglas-fir, conical shape, growth habit, needle-like leaves, ornamental use, state tree, height, diameter, branches, growth rate, Baby Blue Eyes Spruce, conifer, habitat, species, Christmas tree"
1114646,"Famvir, prescription, cold sores, herpes, famciclovir, acyclovir, valacyclovir, treatment, antiviral, symptoms, breastfeeding, pregnancy, recurrent, dosage, FDA, intravenous, pain relief, healing, infection, medication, side effects, doctor, healthcare provider--Famvir, prescription, cold sores, herpes, famciclovir, treatment, antiviral, acyclovir, valacyclovir, symptoms, dosage, pregnancy, breastfeeding, recurrent, FDA, infection, oral medication, severe cases, intravenous, pain relief, anesthetic gel.--Famvir, prescription, antiviral, herpes, shingles, cold sores, treatment, medication, dosage, side effects, mechanism, viral infections, healthcare, doctor, patient information--Famvir, prescription, cold sores, herpes, famciclovir, treatment, genital herpes, antiviral, symptoms, FDA approved, pregnancy, breastfeeding, side effects, dosage, recurrent, healing, pain relief, acyclovir, valacyclovir, oral medication, swab culture, infection, healthcare provider, anesthetic gel.--Famvir, famciclovir, herpes, cold sores, genital herpes, antiviral medication, acyclovir, valacyclovir, prescription, treatment, FDA approval, symptoms, recurrent, breastfeeding, pregnancy, oral medication, intravenous, pain relief, dosage, effectiveness, side effects, healthcare provider, swab culture."
1114819,"Durable Medical Equipment, DME, medical conditions, therapeutic benefits, reusable, prescribed by physician, medical purpose, home use, orthotics, prosthetics, Medicare coverage, equipment types, illness, disability, injury, supplies, patient care, medical supplies, insurance definition, equipment directory, bariatric products.--Durable Medical Equipment, DME, therapeutic benefits, medical conditions, illnesses, medical purpose, reusable, prescribed by physician, home use, Medicare coverage, orthotics, prosthetics, medical supplies, equipment directory, insurance definition, bariatric products--durable medical equipment, types, examples, definition, categories, usage, healthcare, assistive devices, mobility aids, medical supplies, patient care, home health care, rehabilitation equipment, insurance coverage, regulations, standards--durable medical equipment, DME, therapeutic benefits, medical conditions, medical purpose, reusable items, physician prescribed, home use, insurance definition, medical supplies, orthotics, prosthetics, Medicare coverage, DMEOPS, DMERC, SADMERC, DMAC, DMEA, medical equipment directory, bariatric products--Durable Medical Equipment, DME, therapeutic benefits, medical conditions, illnesses, reusable, prescribed by physician, home use, medical purpose, prosthetics, orthotics, supplies, Medicare coverage, equipment types, patient needs, equipment classification, insurance definition, medical supplies, healthcare services, equipment examples, regulatory standards."
